route_id,service_id,trip_id,trip_headsign,direction_id,block_id
88-1414,22PVSB-88-Semaine-00,17996354-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17996355-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997360-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997361-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997362-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997363-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997364-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248289
88-1414,22PVSB-88-Semaine-00,17997365-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997366-22PVSB-88-Semaine-00,"Wacken",0,1248289
88-1414,22PVSB-88-Semaine-00,17997367-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997368-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997369-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997370-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248289
88-1414,22PVSB-88-Semaine-00,17997371-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997372-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997373-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997374-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997375-22PVSB-88-Semaine-00,"Wacken",0,1248289
88-1414,22PVSB-88-Semaine-00,17997376-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997377-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997378-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997379-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997380-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997381-22PVSB-88-Semaine-00,"Wacken",0,1248295
88-1414,22PVSB-88-Semaine-00,17997382-22PVSB-88-Semaine-00,"Wacken",0,1248289
88-1414,22PVSB-88-Semaine-00,17997383-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997384-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997385-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997386-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997387-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997388-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997389-22PVSB-88-Semaine-00,"Wacken",0,1248295
88-1414,22PVSB-88-Semaine-00,17997390-22PVSB-88-Semaine-00,"Wacken",0,1248289
88-1414,22PVSB-88-Semaine-00,17997391-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997401-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997402-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997403-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997404-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248289
88-1414,22PVSB-88-Semaine-00,17997405-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997406-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997407-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997408-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997409-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997410-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248295
88-1414,22PVSB-88-Semaine-00,17997411-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248289
88-1414,22PVSB-88-Semaine-00,17997412-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997413-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997414-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997415-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997828-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997829-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997830-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248295
88-1414,22PVSB-88-Semaine-00,17997831-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248289
88-1414,22PVSB-88-Semaine-00,17997832-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997833-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997834-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997835-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997836-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997837-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997838-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997839-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997840-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997841-22PVSB-88-Semaine-00,"Wacken",0,1248295
88-1414,22PVSB-88-Semaine-00,17997842-22PVSB-88-Semaine-00,"Wacken",0,1248289
88-1414,22PVSB-88-Semaine-00,17997843-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997844-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997845-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997846-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997847-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997848-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997849-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997850-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997851-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997852-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997853-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997854-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997855-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997856-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997857-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997858-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997859-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997860-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997861-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997862-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997863-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997864-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997865-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997866-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997867-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997868-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997869-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997870-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997871-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997872-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997873-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997874-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997875-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997876-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997877-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997878-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997879-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997880-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997881-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997882-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997883-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997884-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997885-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997886-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997887-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997888-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17997889-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17997890-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17997891-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17997892-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17997893-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17997894-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17997895-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17997896-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997897-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248295
88-1414,22PVSB-88-Semaine-00,17997898-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997899-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997900-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997901-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997902-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997903-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997904-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997905-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997906-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997907-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997908-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997909-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997910-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997911-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997912-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997913-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997914-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997915-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997916-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997917-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997918-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997919-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997920-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997921-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997922-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997923-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997924-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997925-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997926-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997927-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997928-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997929-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997930-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997931-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997932-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997933-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997934-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997935-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997936-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997937-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17997938-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17997939-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17997940-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17997941-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17997942-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17997943-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17997944-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17998270-22PVSB-88-Semaine-00,"Wacken",0,1248295
88-1414,22PVSB-88-Semaine-00,17998508-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17998509-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998510-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17998511-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998512-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998513-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17998514-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998515-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17998516-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17998517-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998518-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17998519-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998520-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998521-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17998522-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998523-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17998524-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17998525-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998526-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17998527-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998528-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998529-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17998530-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998531-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17998532-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248288
88-1414,22PVSB-88-Semaine-00,17998533-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998534-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248291
88-1414,22PVSB-88-Semaine-00,17998535-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998536-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998537-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17998538-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998539-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17998540-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998541-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998542-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17998543-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998544-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17998545-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17998546-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998547-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17998548-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998549-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998550-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17998551-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998552-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17998553-22PVSB-88-Semaine-00,"Wacken",0,1248288
88-1414,22PVSB-88-Semaine-00,17998554-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998555-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17998556-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998557-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998558-22PVSB-88-Semaine-00,"Wacken",0,1248290
88-1414,22PVSB-88-Semaine-00,17998559-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998560-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17998587-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998588-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248290
88-1414,22PVSB-88-Semaine-00,17998589-22PVSB-88-Semaine-00,"Wacken",0,1248291
88-1414,22PVSB-88-Semaine-00,17998590-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998591-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17998592-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998593-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998594-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998595-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998596-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248287
88-1414,22PVSB-88-Semaine-00,17998597-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17998598-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17998599-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17998600-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248292
88-1414,22PVSB-88-Semaine-00,17998601-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1249672
88-1414,22PVSB-88-Semaine-00,17998602-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998603-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998604-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998605-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17998606-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998607-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998608-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998609-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998610-22PVSB-88-Semaine-00,"Wacken",0,1248287
88-1414,22PVSB-88-Semaine-00,17998611-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998612-22PVSB-88-Semaine-00,"Wacken",0,1248286
88-1414,22PVSB-88-Semaine-00,17998626-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998627-22PVSB-88-Semaine-00,"Wacken",0,1248292
88-1414,22PVSB-88-Semaine-00,17998628-22PVSB-88-Semaine-00,"Wacken",0,1249672
88-1414,22PVSB-88-Semaine-00,17998629-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17998630-22PVSB-88-Semaine-00,"Wacken",0,1248314
88-1414,22PVSB-88-Semaine-00,17998631-22PVSB-88-Semaine-00,"Wacken",0,1249672
88-1414,22PVSB-88-Semaine-00,17998632-22PVSB-88-Semaine-00,"Wacken",0,1248293
88-1414,22PVSB-88-Semaine-00,17999465-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17999466-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248286
88-1414,22PVSB-88-Semaine-00,17999467-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17999468-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1249672
88-1414,22PVSB-88-Semaine-00,17999469-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248293
88-1414,22PVSB-88-Semaine-00,17999470-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1248314
88-1414,22PVSB-88-Semaine-00,17999471-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1249672
88-1414,22PVSB-88-Semaine-00,17999472-22PVSB-88-Semaine-00,"Hoenheim Gare",1,1249673
