route_id,service_id,trip_id,trip_headsign,direction_id,block_id
F-1396,22PVSW-B-F-Semaine-00,17471154-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471155-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471156-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471157-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471159-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471162-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471164-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471165-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471166-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471167-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471168-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471170-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471171-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471172-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471173-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471175-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471177-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471178-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471180-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471181-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471182-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471183-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471184-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471186-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471187-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471188-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471189-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471192-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471194-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471195-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471196-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471198-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471199-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471200-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471201-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471203-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471204-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471206-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471207-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471209-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471210-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471212-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471213-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471214-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471215-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471216-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471217-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471218-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471220-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471221-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471222-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471224-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471225-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471226-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471227-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471229-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471230-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471231-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471232-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471233-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471235-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471236-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471238-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471239-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471240-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471241-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471242-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471243-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471244-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471249-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471250-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471252-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471253-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471254-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471255-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471257-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471258-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471259-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471263-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471265-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471266-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471267-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471268-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471269-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471270-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471272-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471273-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471275-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471276-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471277-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471278-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471279-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471280-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471281-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471282-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471284-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471286-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471287-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471289-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471290-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471291-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471292-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471293-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471295-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471297-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471298-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471299-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471300-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471301-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471303-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471305-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471306-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471307-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471308-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471309-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471311-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471313-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471314-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471315-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471316-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471317-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471319-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471321-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213184
F-1396,22PVSW-B-F-Semaine-00,17471322-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471323-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471324-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471325-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471326-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471327-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471328-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471329-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471330-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471331-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471333-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471335-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471336-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471337-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471338-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471339-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471341-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471343-22PVSW-B-F-Semaine-00,"Comtes",1,1213184
F-1396,22PVSW-B-F-Semaine-00,17471344-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471345-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471346-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471347-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471349-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471351-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471352-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471353-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471354-22PVSW-B-F-Semaine-00,"Comtes",1,1213186
F-1396,22PVSW-B-F-Semaine-00,17471358-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471359-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213186
F-1396,22PVSW-B-F-Semaine-00,17471375-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471376-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471377-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471378-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471379-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471380-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471381-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471382-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471383-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471384-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471385-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
F-1396,22PVSW-B-F-Semaine-00,17471386-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471387-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471388-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471389-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471390-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213185
F-1396,22PVSW-B-F-Semaine-00,17471391-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471392-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471393-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471394-22PVSW-B-F-Semaine-00,"Comtes",1,1213185
F-1396,22PVSW-B-F-Semaine-00,17471396-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471399-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213188
F-1396,22PVSW-B-F-Semaine-00,17471402-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213189
F-1396,22PVSW-B-F-Semaine-00,17471403-22PVSW-B-F-Semaine-00,"Comtes",1,1213188
F-1396,22PVSW-B-F-Semaine-00,17471404-22PVSW-B-F-Semaine-00,"Place d'Islande",0,1213187
F-1396,22PVSW-B-F-Semaine-00,17471407-22PVSW-B-F-Semaine-00,"Comtes",1,1213187
F-1396,22PVSW-B-F-Semaine-00,17471410-22PVSW-B-F-Semaine-00,"Comtes",1,1213189
E-1396,22PVSW-C-E-Semaine-00,17454947-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212078
E-1396,22PVSW-C-E-Semaine-00,17454948-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212099
E-1396,22PVSW-C-E-Semaine-00,17454949-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212078
E-1396,22PVSW-C-E-Semaine-00,17454951-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212098
E-1396,22PVSW-C-E-Semaine-00,17454952-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212098
E-1396,22PVSW-C-E-Semaine-00,17454954-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212099
E-1396,22PVSW-C-E-Semaine-00,17454955-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212078
E-1396,22PVSW-C-E-Semaine-00,17454956-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212085
E-1396,22PVSW-C-E-Semaine-00,17454957-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212098
E-1396,22PVSW-C-E-Semaine-00,17454959-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212100
E-1396,22PVSW-C-E-Semaine-00,17454960-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212100
E-1396,22PVSW-C-E-Semaine-00,17454961-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212098
E-1396,22PVSW-C-E-Semaine-00,17454962-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212080
E-1396,22PVSW-C-E-Semaine-00,17454963-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212078
E-1396,22PVSW-C-E-Semaine-00,17454964-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212101
E-1396,22PVSW-C-E-Semaine-00,17454966-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212101
E-1396,22PVSW-C-E-Semaine-00,17454967-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212079
E-1396,22PVSW-C-E-Semaine-00,17454968-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212085
E-1396,22PVSW-C-E-Semaine-00,17454969-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212100
E-1396,22PVSW-C-E-Semaine-00,17454970-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212079
E-1396,22PVSW-C-E-Semaine-00,17454971-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212082
E-1396,22PVSW-C-E-Semaine-00,17454973-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212098
E-1396,22PVSW-C-E-Semaine-00,17454974-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212101
E-1396,22PVSW-C-E-Semaine-00,17454975-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212084
E-1396,22PVSW-C-E-Semaine-00,17454976-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212098
E-1396,22PVSW-C-E-Semaine-00,17454977-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212097
E-1396,22PVSW-C-E-Semaine-00,17454978-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212081
E-1396,22PVSW-C-E-Semaine-00,17454979-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212079
E-1396,22PVSW-C-E-Semaine-00,17454980-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212099
E-1396,22PVSW-C-E-Semaine-00,17454981-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212099
E-1396,22PVSW-C-E-Semaine-00,17454982-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212081
E-1396,22PVSW-C-E-Semaine-00,17454983-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212099
E-1396,22PVSW-C-E-Semaine-00,17454984-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212082
E-1396,22PVSW-C-E-Semaine-00,17454985-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212080
E-1396,22PVSW-C-E-Semaine-00,17454986-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212097
E-1396,22PVSW-C-E-Semaine-00,17454987-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212085
E-1396,22PVSW-C-E-Semaine-00,17454988-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212097
E-1396,22PVSW-C-E-Semaine-00,17454989-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212078
E-1396,22PVSW-C-E-Semaine-00,17454990-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212099
E-1396,22PVSW-C-E-Semaine-00,17454991-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212099
E-1396,22PVSW-C-E-Semaine-00,17454992-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212101
E-1396,22PVSW-C-E-Semaine-00,17454993-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212084
E-1396,22PVSW-C-E-Semaine-00,17454994-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212098
E-1396,22PVSW-C-E-Semaine-00,17454995-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212085
E-1396,22PVSW-C-E-Semaine-00,17454996-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212079
E-1396,22PVSW-C-E-Semaine-00,17454997-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212078
E-1396,22PVSW-C-E-Semaine-00,17454998-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212079
E-1396,22PVSW-C-E-Semaine-00,17454999-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212081
E-1396,22PVSW-C-E-Semaine-00,17455000-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212079
E-1396,22PVSW-C-E-Semaine-00,17455001-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212079
E-1396,22PVSW-C-E-Semaine-00,17455002-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212097
E-1396,22PVSW-C-E-Semaine-00,17455003-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212101
E-1396,22PVSW-C-E-Semaine-00,17455004-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212080
E-1396,22PVSW-C-E-Semaine-00,17455005-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212081
E-1396,22PVSW-C-E-Semaine-00,17455006-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212101
E-1396,22PVSW-C-E-Semaine-00,17455008-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212084
E-1396,22PVSW-C-E-Semaine-00,17455009-22PVSW-C-E-Semaine-00,"Robertsau L'Escale",1,1212099
E-1396,22PVSW-C-E-Semaine-00,17455010-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212084
E-1396,22PVSW-C-E-Semaine-00,17455011-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212100
E-1396,22PVSW-C-E-Semaine-00,17455012-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212085
E-1396,22PVSW-C-E-Semaine-00,17455013-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212083
E-1396,22PVSW-C-E-Semaine-00,17455014-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212097
E-1396,22PVSW-C-E-Semaine-00,17455015-22PVSW-C-E-Semaine-00,"Campus d'Illkirch",0,1212079
